,DATES,Last Price,Open Price,Low Price,High Price,Volume
376,2022-07-01,138.93,136.04,135.66,139.04,71051552
377,2022-07-05,141.56,137.77,136.93,141.61,73429641
378,2022-07-06,142.92,141.355,141.08,144.12,74064254
379,2022-07-07,146.35,143.29,143.28,146.55,66253709
380,2022-07-08,147.04,145.265,145.0,147.55,64547798
381,2022-07-11,144.87,145.67,143.78,146.64,63305113
382,2022-07-12,145.86,145.76,145.05,148.45,77588759
383,2022-07-13,145.49,142.99,142.12,146.45,71185560
384,2022-07-14,148.47,144.08,143.25,148.95,78140744
385,2022-07-15,150.17,149.78,148.2,150.86,76259931
386,2022-07-18,147.07,150.74,146.7,151.57,81420868
387,2022-07-19,151.0,147.92,146.91,151.23,82982367
388,2022-07-20,153.04,151.12,150.37,153.72,64823413
389,2022-07-21,155.35,154.5,151.94,155.57,65086636
390,2022-07-22,154.09,155.39,153.41,156.28,66675408
391,2022-07-25,152.95,154.01,152.28,155.04,53623945
392,2022-07-26,151.6,152.265,150.8,153.085,55138691
393,2022-07-27,156.79,152.58,152.16,157.33,78620688
394,2022-07-28,157.35,156.98,154.41,157.64,81378731
395,2022-07-29,162.51,161.24,159.5,163.63,101786860
396,2022-08-01,161.51,161.01,160.89,163.59,67829379
397,2022-08-02,160.01,160.1,159.63,162.41,59907025
398,2022-08-03,166.13,160.84,160.75,166.59,82507488
399,2022-08-04,165.81,166.005,164.43,167.19,55474144
400,2022-08-05,165.35,163.21,163.0,165.85,56696985
401,2022-08-08,164.87,166.37,164.2,167.81,60362338
402,2022-08-09,164.92,164.02,163.25,165.82,63135503
403,2022-08-10,169.24,167.68,166.9,169.34,70170540
404,2022-08-11,168.49,170.06,168.19,170.99,57149159
405,2022-08-12,172.1,169.82,169.4,172.17,68039382
406,2022-08-15,173.19,171.52,171.345,173.39,54091694
407,2022-08-16,173.03,172.78,171.662,173.71,56377050
408,2022-08-17,174.55,172.77,172.57,176.15,79542037
409,2022-08-18,174.15,173.75,173.12,174.9,62290075
410,2022-08-19,171.52,173.03,171.31,173.74,70346295
411,2022-08-22,167.57,169.69,167.135,169.86,69026809
412,2022-08-23,167.23,167.08,166.65,168.71,54147079
413,2022-08-24,167.53,167.32,166.245,168.11,53841524
414,2022-08-25,170.03,168.78,168.35,170.14,51218209
415,2022-08-26,163.62,170.57,163.56,171.05,78960980
416,2022-08-29,161.38,161.145,159.82,162.9,73313953
417,2022-08-30,158.91,162.13,157.72,162.56,77906197
418,2022-08-31,157.22,160.305,157.14,160.58,87991091
419,2022-09-01,157.96,156.64,154.67,158.42,74229896
420,2022-09-02,155.81,159.75,154.965,160.362,76957768
421,2022-09-06,154.53,156.47,153.69,157.09,73714843
422,2022-09-07,155.96,154.825,153.61,156.67,87449574
423,2022-09-08,154.46,154.64,152.68,156.36,84923847
424,2022-09-09,157.37,155.47,154.75,157.82,68081006
425,2022-09-12,163.43,159.59,159.3,164.26,104955962
426,2022-09-13,153.84,159.9,153.37,160.54,122656614
427,2022-09-14,155.31,154.785,153.611,157.1,87965409
428,2022-09-15,152.37,154.65,151.38,155.24,90481110
429,2022-09-16,150.7,151.21,148.37,151.35,162278841
430,2022-09-19,154.48,149.31,149.1,154.56,81474246
431,2022-09-20,156.9,153.4,153.08,158.08,107689796
432,2022-09-21,153.72,157.34,153.6,158.74,101696790
433,2022-09-22,152.74,152.38,150.91,154.47,86652542
434,2022-09-23,150.43,151.19,148.56,151.47,96029909
435,2022-09-26,150.77,149.66,149.64,153.77,93339409
436,2022-09-27,151.76,152.74,149.945,154.72,84442741
437,2022-09-28,149.84,147.64,144.84,150.641,146691387
438,2022-09-29,142.48,146.1,140.68,146.72,128138237
439,2022-09-30,138.2,141.28,138.0,143.1,124925274
440,2022-10-03,142.45,138.21,137.685,143.07,114311663
441,2022-10-04,146.1,145.03,144.26,146.22,87830064
442,2022-10-05,146.4,144.075,143.01,147.38,79470968
443,2022-10-06,145.43,145.81,145.22,147.54,68402169
444,2022-10-07,140.09,142.54,139.445,143.1,85925559
445,2022-10-10,140.42,140.42,138.573,141.89,74899002
446,2022-10-11,138.98,139.9,138.22,141.35,77033672
447,2022-10-12,138.34,139.13,138.16,140.36,70433744
448,2022-10-13,142.99,134.99,134.37,143.59,113223975
449,2022-10-14,138.38,144.31,138.19,144.52,88597969
450,2022-10-17,142.41,141.065,140.27,142.9,85250939
451,2022-10-18,143.75,145.49,140.61,146.7,99136610
452,2022-10-19,143.86,141.69,141.5,144.949,61758340
453,2022-10-20,143.39,143.02,142.65,145.89,64521989
454,2022-10-21,147.27,142.87,142.649,147.848,86548609
455,2022-10-24,149.45,147.185,146.0,150.23,75981918
456,2022-10-25,152.34,150.09,149.36,152.49,74732290
457,2022-10-26,149.35,150.96,148.04,151.99,88436172
458,2022-10-27,144.8,148.07,144.13,149.046,109180150
459,2022-10-28,155.74,148.2,147.82,157.5,164762371
460,2022-10-31,153.34,153.155,151.92,154.24,97943171
461,2022-11-01,150.65,155.08,149.13,155.45,80379345
462,2022-11-02,145.03,148.945,145.0,152.17,93604623
463,2022-11-03,138.88,142.06,138.75,142.8,97918516
464,2022-11-04,138.38,142.09,134.38,142.67,140814796
465,2022-11-07,138.92,137.11,135.671,139.145,83374628
466,2022-11-08,139.5,140.41,137.49,141.43,89908477
467,2022-11-09,134.87,138.5,134.593,138.55,74917794
468,2022-11-10,146.87,141.24,139.5,146.87,118854028
469,2022-11-11,149.7,145.82,144.37,150.01,93979665
470,2022-11-14,148.28,148.97,147.43,150.28,73374114
471,2022-11-15,150.04,152.215,148.561,153.59,89868332
472,2022-11-16,148.79,149.13,147.29,149.87,64218266
473,2022-11-17,150.72,146.43,146.15,151.48,80389400
474,2022-11-18,151.29,152.305,149.97,152.7,74829573
475,2022-11-21,148.01,150.16,147.715,150.37,58724070
476,2022-11-22,150.18,148.13,146.925,150.42,51804132
477,2022-11-23,151.07,149.45,149.34,151.83,58301395
478,2022-11-25,148.11,148.305,147.12,148.88,35195860
479,2022-11-28,144.22,145.14,143.38,146.64,69346522
480,2022-11-29,141.17,144.29,140.355,144.81,83763803
481,2022-11-30,148.03,141.395,140.55,148.72,111380880
482,2022-12-01,148.31,148.21,146.61,149.13,71250416
483,2022-12-02,147.81,145.96,145.65,148.0,65447446
484,2022-12-05,146.63,147.77,145.77,150.92,68826442
485,2022-12-06,142.91,147.075,141.92,147.3,64727186
486,2022-12-07,140.94,142.19,140.0,143.37,69721094
487,2022-12-08,142.65,142.36,141.1,143.52,62128338
488,2022-12-09,142.16,142.34,140.9,145.57,76097011
489,2022-12-12,144.49,142.7,141.06,144.5,70462654
490,2022-12-13,145.47,149.5,144.24,149.969,93886161
491,2022-12-14,143.21,145.35,141.16,146.655,82291182
492,2022-12-15,136.5,141.11,136.025,141.8,98931907
493,2022-12-16,134.51,136.685,133.73,137.65,160156900
494,2022-12-19,132.37,135.11,131.32,135.2,79592614
495,2022-12-20,132.3,131.39,129.89,133.25,77432819
496,2022-12-21,135.45,132.98,132.75,136.81,85927993
497,2022-12-22,132.23,134.352,130.3,134.56,77852108
498,2022-12-23,131.86,130.92,129.64,132.415,63814893
499,2022-12-27,130.03,131.38,128.72,131.41,69007830
500,2022-12-28,126.04,129.67,125.87,131.028,85438391
501,2022-12-29,129.61,127.99,127.73,130.481,75703710
502,2022-12-30,129.93,128.41,127.43,129.95,77034209
503,2023-01-03,125.07,130.28,124.17,130.9,112117471
504,2023-01-04,126.36,126.89,125.08,128.656,89113633
505,2023-01-05,125.02,127.13,124.76,127.77,80962708
506,2023-01-06,129.62,126.01,124.89,130.29,87754715
507,2023-01-09,130.15,130.465,129.89,133.41,70790813
508,2023-01-10,130.73,130.26,128.12,131.264,63896155
509,2023-01-11,133.49,131.25,130.46,133.51,69458949
510,2023-01-12,133.41,133.88,131.44,134.26,71379648
511,2023-01-13,134.76,132.03,131.66,134.92,57809719
512,2023-01-17,135.94,134.83,134.13,137.29,63646627
513,2023-01-18,135.21,136.815,135.03,138.61,69672800
514,2023-01-19,135.27,134.08,133.77,136.25,58280413
515,2023-01-20,137.87,135.28,134.22,138.02,80223626
516,2023-01-23,141.11,138.12,137.9,143.315,81760313
517,2023-01-24,142.53,140.305,140.3,143.16,66435142
518,2023-01-25,141.86,140.89,138.81,142.43,65799349
519,2023-01-26,143.96,143.17,141.9,144.25,54105068
520,2023-01-27,145.93,143.155,143.08,147.23,70555843
521,2023-01-30,143.0,144.955,142.85,145.55,64015274
522,2023-01-31,144.29,142.7,142.28,144.34,65874459
523,2023-02-01,145.43,143.97,141.32,146.61,77663633
524,2023-02-02,150.82,148.9,148.17,151.18,118338980
525,2023-02-03,154.5,148.03,147.83,157.38,154357337
526,2023-02-06,151.73,152.575,150.78,153.1,69858306
527,2023-02-07,154.65,150.64,150.64,155.23,83322551
528,2023-02-08,151.92,153.88,151.168,154.58,64120079
529,2023-02-09,150.87,153.775,150.42,154.33,56007143
530,2023-02-10,151.01,149.46,149.22,151.34,57450708
531,2023-02-13,153.85,150.952,150.92,154.26,62199013
532,2023-02-14,153.2,152.12,150.86,153.77,61707573
533,2023-02-15,155.33,153.11,152.88,155.5,65669252
534,2023-02-16,153.71,153.51,153.348,156.33,68167942
535,2023-02-17,152.55,152.35,150.85,153.0,59144118
536,2023-02-21,148.48,150.2,148.405,151.3,58867230
537,2023-02-22,148.91,148.87,147.16,149.95,51011305
538,2023-02-23,149.4,150.09,147.24,150.34,48394249
539,2023-02-24,146.71,147.11,145.72,147.19,55469606
540,2023-02-27,147.92,147.71,147.45,149.17,44998470
541,2023-02-28,147.41,147.05,146.83,149.08,50546998
542,2023-03-01,145.31,146.83,145.01,147.229,55478991
543,2023-03-02,145.91,144.38,143.9,146.71,52279761
544,2023-03-03,151.03,148.045,147.33,151.11,70732297
545,2023-03-06,153.83,153.785,153.46,156.3,87558028
546,2023-03-07,151.6,153.7,151.13,154.03,56182028
547,2023-03-08,152.87,152.81,151.83,153.47,47204791
548,2023-03-09,150.59,153.559,150.225,154.535,53833582
549,2023-03-10,148.5,150.21,147.61,150.94,68572400
550,2023-03-13,150.47,147.805,147.7,153.14,84457122
551,2023-03-14,152.59,151.28,150.1,153.4,73695893
552,2023-03-15,152.99,151.19,149.92,153.245,77167866
553,2023-03-16,155.85,152.16,151.64,156.46,76254419
554,2023-03-17,155.0,156.08,154.28,156.74,98944633
555,2023-03-20,157.4,155.07,154.15,157.82,73641415
556,2023-03-21,159.28,157.32,156.54,159.4,73938285
557,2023-03-22,157.83,159.3,157.81,162.14,75701811
558,2023-03-23,158.93,158.83,157.68,161.55,67622060
559,2023-03-24,160.25,158.86,157.85,160.34,59256343
560,2023-03-27,158.28,159.94,157.87,160.77,52390266
561,2023-03-28,157.65,157.97,155.98,158.49,45992152
562,2023-03-29,160.77,159.37,159.35,161.05,51305691
563,2023-03-30,162.36,161.53,161.271,162.47,49501689
564,2023-03-31,164.9,162.44,161.91,165.0,68749792
565,2023-04-03,166.17,164.27,164.22,166.29,56976187
566,2023-04-04,165.63,166.595,165.11,166.84,46278295
567,2023-04-05,163.76,164.74,161.8,165.05,51511744
568,2023-04-06,164.66,162.43,162.0,164.958,45390123
569,2023-04-10,162.03,161.42,160.08,162.03,47716882
570,2023-04-11,160.8,162.35,160.51,162.36,47644217
571,2023-04-12,160.1,161.22,159.78,162.06,50133062
572,2023-04-13,165.56,161.63,161.42,165.8,68445649
573,2023-04-14,165.21,164.59,163.82,166.32,49386480
574,2023-04-17,165.23,165.09,164.03,165.39,41516217
575,2023-04-18,166.47,166.1,165.65,167.41,49923008
576,2023-04-19,167.63,165.8,165.54,168.16,47720166
577,2023-04-20,166.65,166.09,165.56,167.87,52456377
578,2023-04-21,165.02,165.05,164.49,166.452,58337341
579,2023-04-24,165.33,165.0,163.89,165.6,41949581
580,2023-04-25,163.77,165.19,163.73,166.305,48714063
581,2023-04-26,163.76,163.055,162.8,165.28,45498796
582,2023-04-27,168.41,165.19,165.19,168.56,64902329
583,2023-04-28,169.68,168.49,167.88,169.85,55275851
584,2023-05-01,169.59,169.28,168.64,170.45,52472936
585,2023-05-02,168.54,170.09,167.54,170.35,48425696
586,2023-05-03,167.45,169.5,167.16,170.92,65136018
587,2023-05-04,165.79,164.89,164.31,167.04,81235427
588,2023-05-05,173.57,170.975,170.76,174.3,113453171
589,2023-05-08,173.5,172.48,172.11,173.85,55962793
590,2023-05-09,171.77,173.05,171.6,173.54,45326874
591,2023-05-10,173.555,173.02,171.9,174.03,53724501
592,2023-05-11,173.75,173.85,172.17,174.59,49514676
593,2023-05-12,172.57,173.62,171.0,174.06,45533138
594,2023-05-15,172.07,173.16,171.47,173.21,37266659
595,2023-05-16,172.07,171.99,171.799,173.138,42110293
596,2023-05-17,172.69,171.71,170.42,172.925,57951604
597,2023-05-18,175.05,173.0,172.58,175.24,65496657
598,2023-05-19,175.16,176.39,174.94,176.39,55809475
599,2023-05-22,174.2,173.98,173.45,174.71,43570932
600,2023-05-23,171.56,173.13,171.275,173.379,50747263
601,2023-05-24,171.84,171.09,170.52,172.418,45143488
602,2023-05-25,172.99,172.41,171.69,173.895,56058258
603,2023-05-26,175.43,173.32,173.11,175.77,54834975
604,2023-05-30,177.3,176.96,176.57,178.99,55964401
605,2023-05-31,177.25,177.325,176.76,179.35,99625288
606,2023-06-01,180.09,177.7,176.931,180.12,68901809
607,2023-06-02,180.95,181.03,179.26,181.78,61996913
608,2023-06-05,179.58,182.63,178.035,184.951,121946497
609,2023-06-06,179.21,179.965,177.43,180.12,64848374
610,2023-06-07,177.82,178.44,177.32,181.21,61944615
611,2023-06-08,180.57,177.895,177.46,180.84,50214881
612,2023-06-09,180.96,181.5,180.63,182.23,48899973
613,2023-06-12,183.79,181.27,180.97,183.89,54754995
614,2023-06-13,183.31,182.8,182.44,184.15,54929129
615,2023-06-14,183.95,183.37,182.02,184.39,57462882
616,2023-06-15,186.01,183.96,183.78,186.52,65433166
617,2023-06-16,184.92,186.73,184.27,186.99,101256225
618,2023-06-20,185.01,184.41,184.41,186.1,49799092
619,2023-06-21,183.96,184.9,182.59,185.41,49515697
620,2023-06-22,187.0,183.74,183.67,187.045,51245327
621,2023-06-23,186.68,185.55,185.01,187.56,53116996
622,2023-06-26,185.27,186.83,185.23,188.05,48088661
623,2023-06-27,188.06,185.89,185.67,188.39,50730846
624,2023-06-28,189.25,187.93,187.6,189.9,51216801
625,2023-06-29,189.59,189.08,188.94,190.07,46347308
626,2023-06-30,193.97,191.63,191.26,194.48,85213216
627,2023-07-03,192.46,193.78,191.76,193.88,31458198
628,2023-07-05,191.33,191.565,190.62,192.98,46920261
629,2023-07-06,191.81,189.84,189.2,192.02,45156009
630,2023-07-07,190.68,191.41,190.24,192.67,46814998
631,2023-07-10,188.61,189.26,187.035,189.99,59922163
632,2023-07-11,188.08,189.16,186.6,189.3,46638119
633,2023-07-12,189.77,189.68,188.47,191.7,60750248
634,2023-07-13,190.54,190.5,189.78,191.19,41342338
635,2023-07-14,190.69,190.23,189.63,191.18,41616242
636,2023-07-17,193.99,191.9,191.81,194.32,50520159
637,2023-07-18,193.73,193.35,192.415,194.33,48353774
638,2023-07-19,195.1,193.1,192.65,198.23,80507323
639,2023-07-20,193.13,195.09,192.495,196.47,59581196
640,2023-07-21,191.94,194.1,191.23,194.97,71951683
641,2023-07-24,192.75,193.41,192.25,194.91,45505097
642,2023-07-25,193.62,193.33,192.915,194.44,37283201
643,2023-07-26,194.5,193.67,193.32,195.64,47471868
644,2023-07-27,193.22,196.02,192.55,197.2,47460180
645,2023-07-28,195.83,194.67,194.14,196.626,48291443
646,2023-07-31,196.45,196.06,195.26,196.49,38824113
647,2023-08-01,195.605,196.235,195.28,196.73,35281426
648,2023-08-02,192.58,195.04,191.851,195.18,50389327
649,2023-08-03,191.17,191.57,190.69,192.37,62243282
650,2023-08-04,181.99,185.52,181.92,187.38,115956841
651,2023-08-07,178.85,182.13,177.35,183.13,97576069
652,2023-08-08,179.8,179.69,177.58,180.27,67823003
653,2023-08-09,178.19,180.87,177.01,180.93,60378492
654,2023-08-10,177.97,179.48,177.6,180.75,54686851
655,2023-08-11,177.79,177.32,176.55,178.62,52036672
656,2023-08-14,179.46,177.97,177.305,179.69,43675627
657,2023-08-15,177.45,178.88,177.05,179.48,43622593
658,2023-08-16,176.57,177.13,176.5,178.54,46964857
659,2023-08-17,174.0,177.14,173.48,177.505,66062882
660,2023-08-18,174.49,172.3,171.96,175.1,61172150
661,2023-08-21,175.84,175.07,173.735,176.13,46311879
662,2023-08-22,177.23,177.06,176.25,177.68,42084245
663,2023-08-23,181.12,178.52,178.325,181.55,52722752
664,2023-08-24,176.38,180.674,176.01,181.104,54945798
665,2023-08-25,178.61,177.38,175.82,179.15,51449594
666,2023-08-28,180.19,180.09,178.545,180.59,43820697
667,2023-08-29,184.12,179.695,179.5,184.9,53003948
668,2023-08-30,187.65,184.94,184.74,187.85,60813888
669,2023-08-31,187.87,187.84,187.48,189.12,60794467
670,2023-09-01,189.46,189.485,188.28,189.92,45766503
671,2023-09-05,189.7,188.28,187.61,189.98,45280027
672,2023-09-06,182.91,188.4,181.47,188.85,81755816
673,2023-09-07,177.56,175.18,173.54,178.21,112488803
674,2023-09-08,178.18,178.35,177.79,180.239,65602066
675,2023-09-11,179.36,180.07,177.34,180.3,58953052
676,2023-09-12,176.3,179.49,174.82,180.13,90370192
677,2023-09-13,174.21,176.51,173.98,177.3,84267928
678,2023-09-14,175.74,174.0,173.58,176.1,60895757
679,2023-09-15,175.01,176.48,173.82,176.495,109259461
680,2023-09-18,177.97,176.48,176.17,179.38,67257573
681,2023-09-19,179.07,177.52,177.13,179.63,51826941
682,2023-09-20,175.49,179.26,175.4,179.695,58436181
683,2023-09-21,173.93,174.55,173.86,176.3,63149116
684,2023-09-22,174.79,174.67,174.05,177.079,56725385
685,2023-09-25,176.08,174.2,174.15,176.97,46172740
686,2023-09-26,171.96,174.82,171.66,175.2,64588945
687,2023-09-27,170.43,172.62,169.05,173.04,66921808
688,2023-09-28,170.69,169.34,167.62,172.03,56294419
689,2023-09-29,171.21,172.02,170.341,173.07,51861083
690,2023-10-02,173.75,171.22,170.93,174.3,52164535
691,2023-10-03,172.4,172.255,170.82,173.63,49594613
692,2023-10-04,173.66,171.09,170.97,174.21,53020286
693,2023-10-05,174.91,173.79,172.68,175.45,48527918
694,2023-10-06,177.49,173.8,173.18,177.99,57266675
695,2023-10-09,178.99,176.81,175.8,179.05,42390772
696,2023-10-10,178.39,178.1,177.95,179.72,43698019
697,2023-10-11,179.8,178.2,177.6,179.85,47551098
698,2023-10-12,180.71,180.07,179.04,182.34,56743119
699,2023-10-13,178.85,181.42,178.14,181.93,51456082
700,2023-10-16,178.72,176.75,176.51,179.075,52516984
701,2023-10-17,177.15,176.645,174.8,178.42,57549350
702,2023-10-18,175.84,175.58,175.11,177.575,54764375
703,2023-10-19,175.46,176.04,175.19,177.84,59302863
704,2023-10-20,172.88,175.31,172.64,175.42,64244028
705,2023-10-23,173.0,170.91,169.93,174.01,55980109
706,2023-10-24,173.44,173.05,171.45,173.67,43816644
707,2023-10-25,171.1,171.88,170.65,173.06,57156962
708,2023-10-26,166.89,170.37,165.67,171.378,70625258
709,2023-10-27,168.22,166.91,166.83,168.96,58499129
710,2023-10-30,170.29,169.02,168.87,171.17,51130955
711,2023-10-31,170.77,169.35,167.9,170.9,44846017
712,2023-11-01,173.97,171.0,170.12,174.23,56934906
713,2023-11-02,177.57,175.52,175.46,177.78,77334752
714,2023-11-03,176.65,174.24,173.35,176.82,79829246
715,2023-11-06,179.23,176.38,176.21,179.43,63841310
716,2023-11-07,181.82,179.18,178.97,182.44,70529966
717,2023-11-08,182.89,182.35,181.59,183.45,49340282
718,2023-11-09,182.41,182.96,181.81,184.12,53763540
719,2023-11-10,186.4,183.97,183.53,186.565,66177922
720,2023-11-13,184.8,185.82,184.21,186.03,43627519
721,2023-11-14,187.44,187.7,186.3,188.11,60108378
722,2023-11-15,188.01,187.845,187.78,189.5,53790499
723,2023-11-16,189.71,189.57,188.65,190.96,54412915
724,2023-11-17,189.69,190.25,188.57,190.38,50941404
725,2023-11-20,191.45,189.89,189.88,191.905,46538614
726,2023-11-21,190.64,191.41,189.74,191.52,38134485
727,2023-11-22,191.31,191.49,190.825,192.93,39630011
728,2023-11-24,189.97,190.87,189.25,190.9,24048344
729,2023-11-27,189.79,189.92,188.9,190.67,40552609
730,2023-11-28,190.4,189.78,189.4,191.08,38415419
731,2023-11-29,189.37,190.9,188.97,192.09,43014224
732,2023-11-30,189.95,189.84,188.19,190.32,48794366
733,2023-12-01,191.24,190.33,189.23,191.56,45704823
734,2023-12-04,189.43,189.98,187.451,190.05,43389519
735,2023-12-05,193.42,190.21,190.18,194.4,66628398
736,2023-12-06,192.32,194.45,192.11,194.76,41089737
737,2023-12-07,194.27,193.63,193.59,195.0,47477655
738,2023-12-08,195.71,194.2,193.67,195.99,53406358
739,2023-12-11,193.18,193.11,191.42,193.49,60943699
740,2023-12-12,194.71,193.08,191.721,194.72,52696900
741,2023-12-13,197.96,195.09,194.85,198.0,70404183
742,2023-12-14,198.11,198.02,196.16,199.62,66831572
743,2023-12-15,197.57,197.53,197.0,198.4,128538401
744,2023-12-18,195.89,196.09,194.39,196.63,55751861
745,2023-12-19,196.94,196.16,195.89,196.95,40714051
746,2023-12-20,194.83,196.9,194.83,197.68,52242815
747,2023-12-21,194.68,196.1,193.5,197.08,46482549
748,2023-12-22,193.6,195.18,192.97,195.41,37149570
749,2023-12-26,193.05,193.61,192.83,193.89,28919310
750,2023-12-27,193.15,192.49,191.09,193.5,48087681
751,2023-12-28,193.58,194.14,193.17,194.66,34049898
752,2023-12-29,192.53,193.9,191.725,194.4,42672148
